City,State,Passenger Miles
Cadiz,OH,0 
VINCINNES,IN,0 
Alhambra,CA,0 
Rockingham,NC,0 
Marksville,LA,0 
Evans,GA,0 
Fredonia,AZ,0 
Blackshear,GA,0 
Corsicana ,TX,0 
Adrian,MI,0 
YORKTOWN,IN,0 
Columbia City,IN,0 
Mukilteo,WA,0 
Franklinton,LA,0 
Mt. Holly,NJ,0 
Dixon,CA,0 
Yorkville,IL,0 
Shawnee,OK,0 
Crested Butte,CO,0 
Big Sky,MT,0 
Roxboro,NC,0 
Coolidge,AZ,0 
Dayville,CT,0 
Stevenson,WA,0 
Edgefield,SC,0 
Portage,WI,0 
Burlington ,IA,0 
Brookville,IN,0 
Red Cloud,NE,0 
Plymouth,IN,0 
Monrovia,CA,0 
Marshfield,WI,0 
Crawfordville,FL,0 
Twin Falls,ID,0 
Ville Platte,LA,0 
Williston,ND,0 
Lafayette,LA,0 
Cartersville,GA,0 
Onalaska,WI,0 
Owensboro,KY,0 
Peridot,AZ,0 
Goshen,NY,0 
Pahrump,NV,0 
San Luis Obispo,CA,0 
Chatsworth,GA,0 
Columbus,KS,0 
Ringgold,GA,0 
Robbinsville,NC,0 
Grantsville,WV,0 
Burgaw,NC,0 
Chickasha,OK,0 
Monroe,WI,0 
Trinidad,CO,0 
Watertown,SD,0 
Jonesboro,AR,0 
Libby,MT,0 
Mitchell,SD,0 
Sidney,MT,0 
Avon,CO,0 
Rich Square,NC,0 
Shafter,CA,0 
Chanute,KS,0 
Connersville,IN,0 
Burnsville,NC,0 
Big Rapids,MI,0 
Murphy,NC,0 
Sylva,NC,0 
Athens,OH,0 
Fallon,NV,0 
Monmouth,IL,0 
The Dalles,OR,0 
Marshalltown,IA,0 
Steubenville,OH,0 
San Sebastian,PR,0 
Chamblee,GA,0 
Roswell,NM,0 
Silver City,NM,0 
Piketon,OH,0 
Ponce,PR,0 
Gastonia,NC,0 
Joplin,MO,0 
Klamath Falls,OR,0 
Fairmont,MN,0 
Concord,NH,0 
Helena,MT,0 
Brainerd,MN,0 
Ottumwa,IA,0 
Nett Lake,MN,0 
Port Arthur,TX,0 
Columbus,IN,0 
Summersville,WV,0 
Ellensburg,WA,0 
Tucson,AZ,0 
Carson City,NV,0 
Ellensburg,WA,0 
Nett Lake,MN,0 
Port Arthur,TX,0 
Carson City,NV,0 
Columbus,IN,0 
Delano,CA,0 
Summersville,WV,0 
Edmond,OK,0 
Delano,CA,0 
Tucson,AZ,0 
Concord,NH,0 
Ottumwa,IA,0 
Joplin,MO,0 
Fairmont,MN,0 
Brainerd,MN,0 
Edmond,OK,0 
Klamath Falls,OR,0 
Gastonia,NC,0 
Helena,MT,0 
Piketon,OH,0 
Roswell,NM,0 
Silver City,NM,0 
San Sebastian,PR,0 
Edmond,OK,0 
Chamblee,GA,0 
Ponce,PR,0 
Athens,OH,0 
Delano,CA,0 
The Dalles,OR,0 
Murphy,NC,0 
Marshalltown,IA,0 
Sylva,NC,0 
Fallon,NV,0 
Steubenville,OH,0 
Monmouth,IL,0 
Logan,OH,0 
LIBERTY,IN,0 
Malibu,CA,0 
Oneonta,AL,0 
Ionia,MI,0 
Greenville,OH,0 
Williamston,NC,0 
Wichita Falls,TX,0 
Rock Hill,SC,0 
Marion,OH,0 
Norwalk,OH,0 
Great Bend,KS,0 
Bluffton,IN,0 
Chippewa Falls,WI,0 
Arcadia,LA,0 
Urbana,IL,0 
Catskill,NY,0 
FRANKFORT,IN,0 
Monticello,IN,0 
Lindsay,OK,0 
Tallulah,LA,0 
Wisconsin Rapids,WI,0 
Jennings,LA,0 
Gallup,NM,0 
Yreka,CA,0 
Rosebud ,SD,0 
LaGrange,GA,0 
Rochester,IN,0 
Lumberton,NC,0 
Angola,IN,0 
Wallington,NJ,0 
Bowman,ND,0 
Fremont,OH,0 
Clinton,LA,0 
Mansfield,LA,0 
Opelousas,LA,0 
Carthage,IL,0 
Kenai,AK,0 
Quincy,CA,0 
Sparta,NC,0 
Franklin,LA,0 
Spartanburg,SC,0 
Grand Prairie,TX,0 
Rochester,NY,0 
Weirton,WV,0 
Clovis,NM,0 
Dexter,MO,0 
Effingham,IL,0 
Valdosta,GA,0 
Clanton,AL,0 
Malta,MT,0 
Burns,OR,0 
Washington,DC,0 
Valparaiso,IN,0 
White Earth,MN,0 
Newcastle,WY,0 
Mariposa,CA,0 
WARSAW,IN,0 
Vienna,GA,0 
Oskaloosa,KS,0 
Watertown,WI,0 
Manteo,NC,0 
Winona,MN,0 
Cottage Grove,OR,0 
Manchester,NH,0 
Visalia,CA,0 
Beloit,WI,0 
Milbridge,ME,0 
Berlin,NH,0 
John Day,OR,0 
Alamogordo,NM,0 
Lares,PR,0 
Manitowoc,WI,0 
Auburn,ME,0 
Houghton ,MI,0 
Talkeetna,AK,0 
Barceloneta,PR,0 
Poplar ,MT,0 
Liberal,KS,0 
Ontario,OR,0 
Centralia,WA,0 
Canby,OR,0 
Longview,TX,0 
Pendleton,OR,0 
Colville,WA,0 
Michigan City,IN,0 
Valparaiso,IN,0 
Vega Baja,PR,0 
West Covina,CA,0 
Vega Baja,PR,0 
West Covina,CA,0 
Valparaiso,IN,0 
Centralia,WA,0 
Wellpinit,WA,0 
Pendleton,OR,0 
Longview,TX,0 
Colville,WA,0 
Canby,OR,0 
Wellpinit,WA,0 
Talkeetna,AK,0 
Poplar ,MT,0 
Alamogordo,NM,0 
Lares,PR,0 
Manitowoc,WI,0 
Auburn,ME,0 
Milbridge,ME,0 
Berlin,NH,0 
Wellpinit,WA,0 
Barceloneta,PR,0 
Michigan City,IN,0 
Liberal,KS,0 
John Day,OR,0 
Visalia,CA,0 
Michigan City,IN,0 
Houghton ,MI,0 
Beloit,WI,0 
Manchester,NH,0 
Ontario,OR,0 
Cottage Grove,OR,0 
Ontario,OR,0 
Winona,MN,0 
Mayetta,KS,0 
Fort Payne,AL,0 
Goldfield,NV,0 
Lemmon,SD,0 
Pembrokes Pines,FL,0 
Blackstone,VA,0 
North Bend,WA,0 
Shawnee,OK,0 
Lauderhill,FL,0 
Gillette,WY,0 
Tahlequah,OK,0 
Murfreesboro,TN,0 
Chatom,AL,0 
Sikeston,MO,0 
Augusta,KS,0 
Lake Charles,LA,0 
Dove Creek,CO,0 
Portsmouth,OH,0 
Swan Quarter,NC,0 
Telluride,CO,0 
Hayesville,NC,0 
Dallas,GA,0 
Pago Pago,AS,0 
Arkansas City,KS,0 
Eureka,IL,0 
Lewistown,MT,0 
Maysville,KY,0 
Cortez,CO,0 
Leesville,LA,0 
Jayuya,PR,0 
Marshall,NC,0 
Littleton,ME,0 
Scottsboro,AL,0 
New Windsor,NY,0 
Albion,NY,0 
Burlington,KS,0 
Norfolk,NE,0 
Hallettsville,TX,0 
Bowling Green,OH,0 
Snow Hill,NC,0 
"Pineville, La.",LA,0 
Blue Ridge,GA,0 
South Portland,ME,0 
Canon City,CO,0 
Eagle Butte,SD,0 
Ashland,OH,0 
Sault Ste. Marie,MI,0 
Big Rapids,MI,0 
Suffolk,VA,0 
Amsterdam,NY,0 
Mora,MN,0 
Claremont,NH,0 
Stevens Point,WI,0 
Juncos,PR,0 
Longview,WA,0 
Chiloquin,OR,0 
Worley,ID,0 
Wilder,VT,0 
Burlington,NC,0 
Emporia,KS,0 
Bell,CA,0 
Lake Charles,LA,0 
Compton,CA,0 
Deerfield Beach,FL,0 
Ladysmith,WI,0 
Douglas,AZ,0 
Aiken,SC,0 
Auburn,WA,0 
Camuy,PR,0 
Dodge City,KS,0 
Roosevelt,UT,0 
Winchester,VA,0 
Folsom,CA,0 
Show Low,AZ,0 
Bristol,TN,0 
Humacao,PR,0 
Cathlamet,WA,0 
Miramar,FL,0 
Fonda,NY,0 
Ignacio,CO,0 
Camuy,PR,0 
Bettendorf,IA,0 
Roosevelt,UT,0 
Winchester,VA,0 
Folsom,CA,0 
Fonda,NY,0 
Ignacio,CO,0 
Aiken,SC,0 
Show Low,AZ,0 
Sandy,OR,0 
Cathlamet,WA,0 
Miramar,FL,0 
Dodge City,KS,0 
Sandy,OR,0 
Bettendorf,IA,0 
Auburn,WA,0 
Bristol,TN,0 
Humacao,PR,0 
Longview,WA,0 
Chiloquin,OR,0 
Worley,ID,0 
Deerfield Beach,FL,0 
Ladysmith,WI,0 
Wilder,VT,0 
Burlington,NC,0 
Lake Charles,LA,0 
Compton,CA,0 
Douglas,AZ,0 
Claremont,NH,0 
Stevens Point,WI,0 
Juncos,PR,0 
Emporia,KS,0 
Suffolk,VA,0 
Amsterdam,NY,0 
Bell,CA,0 
Mora,MN,0 
Bettendorf,IA,0 
Sault Ste. Marie,MI,0 
Big Rapids,MI,0 
Ignacio,CO,0 
Bell,CA,0 
Sandy,OR,0 
Breaux Bridge,LA,0 
Plaquemine,LA,0 
Cody,WY,0 
Ronan,MT,0 
Coushatta,LA,0 
Homer,LA,0 
Morris,IL,0 
Hastings,NE,0 
Newnan,GA,0 
O Neill,NE,0 
Gatesville,NC,0 
East Tawas,MI,0 
Santa Ana Pueblo,NM,0 
Devils Lake,ND,0 
Douglas,MI,0 
Newburgh,NY,0 
Whitehall,MT,0 
Waupaca,WI,0 
Fitzgerald,GA,0 
Lewistown,IL,0 
Cordele,GA,0 
Adrian,MI,0 
Abbeville,LA,0 
Penn Yan,NY,0 
Chester,MT,0 
Canton,NY,0 
Adel,GA,0 
Ironwood,MI,0 
Clayton,NM,0 
Scottsdale,AZ,0 
Cape Girardeau,MO,0 
Azusa,CA,0 
Greensburg,LA,0 
Brewton,AL,0 
East Prairie,MO,0 
Coeur d'Alene,ID,0 
Las Cruces,NM,0 
Marion,IN,0 
Browning,MT,0 
Corcoran,CA,0 
Carnegie,OK,0 
Belmont,NY,0 
Cumming,GA,0 
Lafayette,IN,0 
Corning,NY,0 
Leesville,LA,0 
Fort Atkinson,WI,0 
Monroe,NY,0 
Greenville,MI,0 
Newton,KS,0 
Glendive,MT,0 
Troy,AL,0 
Ponca City,OK,0 
Madison,GA,0 
Gadsden,AL,0 
South Padre Island ,TX,0 
Hamilton,MT,0 
WABASH,IN,0 
Elizabethtown,NC,0 
Colusa,CA,0 
Seneca,KS,0 
Salida,CO,0 
Arvin,CA,0 
Queensbury,NY,0 
Cripple Creek,CO,0 
Coamo,PR,0 
Marietta,OH,0 
Laguna,NM,0 
Comerio,PR,0 
Cudahy,CA,0 
Woodland Park,CO,0 
Bryson City,NC,0 
St Peter,MN,0 
Watkins Glen,NY,0 
Conroe,TX,0 
Concho,OK,0 
Baldwin Park,CA,0 
Sierra Vista,AZ,0 
Cayey,PR,0 
Fajardo,PR,0 
Hobbs,NM,0 
Dinuba,CA,0 
Hormigueros,PR,0 
Pine Bluff,AR,0 
Crow Agency,MT,0 
Madera,CA,0 
Truckee,CA,0 
Bell Gardens,CA,0 
Platteville,WI,0 
Hot Springs,AR,0 
Bell Gardens,CA,0 
Platteville,WI,0 
Laughlin,NV,0 
Hot Springs,AR,0 
Truckee,CA,0 
Cayey,PR,0 
Dorado,PR,0 
Laughlin,NV,0 
Madera,CA,0 
Dorado,PR,0 
Hobbs,NM,0 
Dinuba,CA,0 
Hormigueros,PR,0 
Pine Bluff,AR,0 
Fajardo,PR,0 
Crow Agency,MT,0 
Dorado,PR,0 
Conroe,TX,0 
Baldwin Park,CA,0 
Concho,OK,0 
Sierra Vista,AZ,0 
St Peter,MN,0 
Comerio,PR,0 
Cripple Creek,CO,0 
Laguna,NM,0 
Watkins Glen,NY,0 
Cudahy,CA,0 
Woodland Park,CO,0 
Salida,CO,0 
Arvin,CA,0 
Queensbury,NY,0 
Coamo,PR,0 
Laughlin,NV,0 
Bryson City,NC,0 
Marietta,OH,0 
Lacon,IL,0 
Lamar,CO,0 
South Pasadena,CA,0 
Columbia,LA,0 
Covina,CA,0 
Marshall,MI,0 
Kingman,AZ,0 
McPherson,KS,0 
Laughlin,NV,0 
Jasper,GA,0 
Rushville,IN,0 
Shawano,WI,0 
Buchanan,GA,0 
Lincoln,NE,0 
Artesia,CA,0 
Thomson,GA,0 
Muskegon,MI,0 
Chino Valley,AZ,0 
Reedsburg,WI,0 
Chalmette,LA,0 
Eureka,KS,0 
Wynot,NE,0 
Stoughton,WI,0 
Ripon,WI,0 
Fort Totten,ND,0 
Western,NE,0 
Palacios,TX,0 
Tuskegee,AL,0 
Westcliffe,CO,0 
Americus,GA,0 
Drayton,ND,0 
Berlin,WI,0 
Mashantucket,CT,0 
Sault Sainte Marie,MI,0 
Shelby,MT,0 
Vermillion,SD,0 
Bridgeton,NJ,0 
Olympia,WA,0 
Davie,FL,0 
BEDFORD,IN,0 
Wewoka,OK,0 
Pierre,SD,0 
Imperial,NE,0 
Dawsonville,GA,0 
Waycross,GA,0 
Beloit,KS,0 
Hallandale Beach,FL,0 
McPherson,KS,0 
Winfield,KS,0 
Longview,WA,0 
Columbus,NE,0 
Talbotton,GA,0 
Anderson,IN,0 
Anderson,SC,0 
Ontonagon,MI,0 
Ohkay Owingeh,NM,0 
Morris,MN,0 
Trenton,ND,0 
Greybull,WY,0 
Torrington,WY,0 
Havre,MT,0 
Ada,OK,0 
Alliance,NE,0 
Snoqualmie,WA,0 
Greensboro,GA,0 
Douglas,WY,0 
Baraboo,WI,0 
Beach,ND,0 
Laporte,IN,0 
Silver Springs,NV,0 
Wellington,KS,0 
Rhinelander,WI,0 
Creighton,NE,0 
Minot,ND,0 
Page,AZ,0 
Detroit Lakes,MN,0 
Chappell,NE,0 
Rolla,ND,0 
Las Vegas,NM,0 
Alexander City,AL,0 
Terre Haute,IN,0 
Hazen,ND,0 
Louisville,GA,0 
Auburn,CA,0 
Niles,MI,0 
Warwick,NY,0 
Las Animas,CO,0 
Middletown,OH,0 
Cloquet,MN,0 
Maywood,CA,0 
Brevard,NC,0 
Ridgecrest,CA,0 
Lebanon,OR,0 
Portland,OR,0 
Birmingham,AL,0 
Gloversville,NY,0 
Susanville,CA,0 
Watertown,NY,0 
Hendersonville,NC,0 
Henderson,KY,0 
Hatillo,PR,0 
Manati,PR,0 
Miami,AZ,0 
Red Lake,MN,0 
Berlin,NH,0 
Lewiston,ID,0 
Laurinburg,NC,0 
Ponderay,ID,0 
Manteca,CA,0 
Gakona,AK,0 
Rosemead,CA,0 
Toppenish,WA,0 
Laurinburg,NC,0 
Ponderay,ID,0 
Rosemead,CA,0 
Hatillo,PR,0 
Manati,PR,0 
Miami,AZ,0 
Manteca,CA,0 
Gakona,AK,0 
Toppenish,WA,0 
Gloversville,NY,0 
Watertown,NY,0 
Hendersonville,NC,0 
Henderson,KY,0 
Red Lake,MN,0 
Berlin,NH,0 
Lewiston,ID,0 
Brevard,NC,0 
Lebanon,OR,0 
Birmingham,AL,0 
Susanville,CA,0 
Niles,MI,0 
Warwick,NY,0 
Ridgecrest,CA,0 
Susanville,CA,0 
Portland,OR,0 
Cloquet,MN,0 
Maywood,CA,0 
Las Animas,CO,0 
Middletown,OH,0 
Powell,WY,0 
Guymon,OK,0 
David City,NE,0 
Monroe,NY,0 
Merrill,WI,0 
Lower Brule,SD,0 
Hancock,MI,0 
Panaca,NV,0 
Ellijay,GA,0 
Broadus,MT,0 
Ottawa,KS,0 
Wenatchee,WA,0 
Kimball,NE,0 
Downieville,CA,0 
Lockport,NY,0 
Holdrege,NE,0 
Elmira,NY,0 
Ogallala,NE,0 
Milan,NM,0 
Hudsonville,NY,0 
Osage City,KS,0 
New Castle,IN,0 
Eureka,CA,0 
Ruston ,LA,0 
Anthony,KS,0 
Girdwood,AK,0 
Beverly Hills,CA,0 
Aberdeen,WA,0 
Weaverville,CA,0 
Pompano Beach,FL,0 
Great Bend,KS,0 
Worland,WY,0 
Macy,NE,0 
Manhattan Beach,CA,0 
Oakland,NE,0 
Torrington,CT,0 
Alhambra,CA,0 
York,NE,0 
Marinette,MN,0 
Plymouth,NC,0 
Mashpee,MA,0 
Minneapolis,KS,0 
Belcourt,ND,0 
Viroqua,WI,0 
Afton,WY,0 
Norwich,NY,0 
Burwell,NE,0 
West Plains,MO,0 
Hillsdale,MI,0 
Lander,WY,0 
Belding,MI,0 
Seymour,IN,0 
Coconut Creek,FL,0 
Andalusia,AL,0 
Riverton,WY,0 
Troy,KS,0 
Guntersville,AL,0 
Butler,GA,0 
Ventura,CA,0 
Taunton,MA,0 
Elberton,GA,0 
Quitman,GA,0 
Ord,NE,0 
Neillsville,WI,0 
Lynwood,CA,0 
Salmon,ID,0 
Carrollton,AL,0 
Springfield,IL,0 
Kykotsmovi,AZ,0 
Ketchikan,AK,0 
Seward,NE,0 
Laramie,WY,0 
Trenton,GA,0 
Clinton,MO,0 
Tomah,WI,0 
Ft Gaines,GA,0 
Wayne,NE,0 
Tiger,GA,0 
Hiawatha,KS,0 
Lusk,WY,0 
Geneva,NE,0 
Taft,CA,0 
Buffalo,WY,0 
Lapwai,ID,0 
Jasper,AL,0 
Susanville,CA,0 
Klamath,CA,0 
East Chicago,IN,0 
Kingston,NY,0 
Molalla,OR,0 
Gurabo,PR,0 
Nespelem,WA,0 
Bristol,VA,0 
Mankato,MN,0 
La Junta,CO,0 
Pendleton,OR,0 
Lewiston,ID,0 
Hudson,NY,0 
Willows,CA,0 
Box Elder,MT,0 
Avalon,CA,0 
La Junta,CO,0 
Sidney,NE,0 
Lewiston,ID,0 
Kenosha,WI,0 
Menominee,WI,0 
Camp Verde,AZ,0 
Willows,CA,0 
Box Elder,MT,0 
Sidney,NE,0 
Kenosha,WI,0 
Menominee,WI,0 
Camp Verde,AZ,0 
Bellflower,CA,0 
Pendleton,OR,0 
Hudson,NY,0 
Avalon,CA,0 
Bellflower,CA,0 
Molalla,OR,0 
Susanville,CA,0 
Mankato,MN,0 
Jasper,AL,0 
East Chicago,IN,0 
Kingston,NY,0 
Gurabo,PR,0 
Nespelem,WA,0 
Bristol,VA,0 
Lapwai,ID,0 
Klamath,CA,0 
Eatonton,GA,0 
Rio Vista,CA,0 
Washington,GA,0 
Langdon,ND,0 
Fort Valley,GA,0 
Portales,NM,0 
Ashburn,GA,0 
LaPlace,LA,0 
Wasco,CA,0 
Jordan,MT,0 
Pomeroy,WA,0 
Goliad,TX,0 
Lincolnton,GA,0 
Lamar,MO,0 
Davis,CA,0 
Agoura Hills,CA,0 
Marysville,KS,0 
Milledgeville,GA,0 
Alhambra,CA,0 
Humboldt,NE,0 
Abbeville,GA,0 
Red River,NM,0 
Meeteetse,WY,0 
Park River,ND,0 
Lexington,MA,0 
Elwood,KS,0 
Islesford,ME,0 
Gray,GA,0 
Arcata,CA,0 
Gibson,GA,0 
Tuscola,IL,0 
Big Piney,WY,0 
Stratton,NE,0 
Groton,SD,0 
Sitka,AK,0 
Bisbee,AZ,0 
Wahoo,NE,0 
Madison,SD,0 
Mt. Vernon,MO,0 
Osawatomie,KS,0 
Baker,MT,0 
Mount Carmel,PA,0 
Hillsdale,MI,0 
West Liberty,KY,0 
St. James,MN,0 
Hinesville,GA,0 
Shelton,WA,0 
Summerville,GA,0 
River Falls,WI,0 
Pittsburgh,PA,0 
Eufaula,AL,0 
Salisbury,NC,0 
Hollywood,FL,0 
Irwinton,GA,0 
Driggs,ID,0 
Madison,SD,0 
Vieques,PR,0 
Juneau,AK,0 
Gonzales,TX,0 
Bluefield,VA,0 
Yorktown,VA,0 
Port Jervis,NY,0 
Council Grove,KS,0 
Roberta,GA,0 
Garnett,KS,0 
Maddock,ND,0 
Black Hawk,CO,0 
Jefferson,GA,0 
Woodlake,CA,0 
Atascadero,CA,0 
Deer Lodge,MT,0 
McCook,NE,0 
Bridgeport,NE,0 
Howard,KS,0 
Lincoln,NE,0 
Plover,WI,0 
Chincoteague Island,VA,0 
California City,CA,0 
Cochran,GA,0 
Lyons,KS,0 
Pinedale,WY,0 
Redfield,SD,0 
Calhoun,GA,0 
Sparta,GA,0 
Steele,ND,0 
Fullerton,NE,0 
Fort Duchesne,UT,0 
Paola,KS,0 
Goshen,NY,0 
Herkimer,NY,0 
Eastman,GA,0 
Black River Falls,WI,0 
Jackson,WY,0 
Grant,NE,0 
Montgomery,NY,0 
Wichita,KS,0 
Ely,NV,0 
Oshkosh,NE,0 
Whitewater,WI,0 
Louisburg,KS,0 
Presque Isle ,ME,0 
Pratt,KS,0 
Mullen,NE,0 
Socorro,NM,0 
Benson,AZ,0 
Hibbing,MN,0 
Aguada,PR,0 
Maricopa,AZ,0 
Worthington,MN,0 
Reno,NV,0 
Quartzsite,AZ,0 
Wagner,SD,0 
GUADALUPE,CA,0 
Winnebago,NE,0 
Alturas,CA,0 
Lac Du Flambeau,WI,0 
Solvang,CA,0 
Pagosa Springs ,CO,0 
Pagosa Springs ,CO,0 
Reno,NV,0 
Wagner,SD,0 
GUADALUPE,CA,0 
Winnebago,NE,0 
Solvang,CA,0 
Aguada,PR,0 
Maricopa,AZ,0 
Worthington,MN,0 
Quartzsite,AZ,0 
Benson,AZ,0 
Hibbing,MN,0 
Alturas,CA,0 
Lac Du Flambeau,WI,0 
Jackson,WY,0 
Westmoreland,KS,0 
Houston,MO,0 
Jeffersonville,GA,0 
Guide Rock,NE,0 
Alma,GA,0 
Bayfield,WI,0 
Kingman,KS,0 
Elko,NV,0 
Crawford,NE,0 
Spring Valley,NY,0 
Bloomfield,MO,0 
Russell,KS,0 
DIllon,MT,0 
Monsey,NY,0 
Wildrose,ND,0 
Bellingham,WA,0 
Millen,GA,0 
Havasu Lake ,CA,0 
Stonington,ME,0 
Sacaton,AZ,0 
Dania Beach,FL,0 
Rolla,ND,0 
Carthage,MO,0 
Licking ,MO,0 
Bethel,AK,0 
North Fork,CA,0 
Central City,NE,0 
Alamo,GA,0 
West Yellowstone,MT,0 
Homer,GA,0 
Lincoln,KS,0 
Brimley,MI,0 
Glenwood Springs,CO,0 
Altavista,VA,0 
Markleeville,CA,0 
Lawrence,KS,0 
Chickaloon,AK,0 
Crandon,WI,0 
Atchinson,KS,0 
Nixon,NV,0 
Moscow,ID,0 
Hartford,WI,0 
New Richmond,WI,0 
Winnemucca,NV,0 
Zuni,NM,0 
Albion,NE,0 
Mound City,KS,0 
Santa Fe Springs,CA,0 
Quinter,KS,0 
Ninilchik,AK,0 
Odanah,WI,0 
Abilene,KS,0 
South Hill,VA,0 
McFarland,CA,0 
Colby,KS,0 
Lawndale,CA,0 
Dahlonega,GA,0 
Belleville,KS,0 
Kenmare,ND,0 
Alhambra,CA,0 
Jefferson,WI,0 
Hartwell,GA,0 
"Hiawassee					",GA,0 
Duarte,CA,0 
Medford,WI,0 
Waupun,WI,0 
Chowchilla,CA,0 
Wilson,KS,0 
Alma,KS,0 
Cambridge,NE,0 
Cottonwood Falls,KS,0 
Clarkesville,GA,0 
Plainville,KS,0 
Pico Rivera,CA,0 
Prairie du Sac,WI,0 
Silverton,OR,0 
Cass Lake,MN,0 
Neligh,NE,0 
El Dorado Springs,MO,0 
Warrenton,GA,0 
Clintonville,WI,0 
Ellendale,ND,0 
Hydaburg,AK,0 
Chadron,NE,0 
Oglethrope,GA,0 
Orocovis,PR,0 
Forsyth,MT,0 
Ekalaka,MT,0 
Atwood,KS,0 
Beverly,MA,0 
Moorpark,CA,0 
Carrollton,KY,0 
Lame Deer,MT,0 
Salamanca,NY,0 
Fort Washakie,WY,0 
Niobrara   ,NE,0 
Tifton,GA,0 
Concordia,KS,0 
Excelsior Springs,MO,0 
Morton,WA,0 
Franklin,GA,0 
Alhambra,CA,0 
Ruidoso Downs,NM,0 
St. Joseph,MI,0 
Taramac,FL,0 
Madison,SD,0 
Blairsville,GA,0 
Lauderdale Lakes,FL,0 
Phillipsburg,KS,0 
Tehachapi,CA,0 
Harlem,MT,0 
Alma,NE,0 
Rice Lake,WI,0 
Supai,AZ,0 
Beaver,OK,0 
Newburgh,NY,0 
Kingaman,KS,0 
McVille,ND,0 
Coral Springs,FL,0 
Scobey,MT,0 
Reserve,KS,0 
Huntingburg,IN,0 
Alhambra,CA,0 
New Madrid,MO,0 
Social Circle,GA,0 
Crawfordville,GA,0 
Mauston,WI,0 
Banning,CA,0 
Dowagiac,MI,0 
Nashville,GA,0 
Kodiak,AK,0 
Lake Mills,WI,0 
Richland Center,WI,0 
Paola,KS,0 
Whiteriver,AZ,0 
LaCrosse,KS,0 
Lancaster,WI,0 
Ojai,CA,0 
Bath,ME,0 
Chadron,NE,0 
Port Lavaca,TX,0 
McRae,GA,0 
Wallace,ID,0 
Catano,PR,0 
Escalon,CA,0 
East Windsor,NJ,0 
Wallace,ID,0 
Escalon,CA,0 
Cedar City ,UT,0 
MiltonFreewater,OR,0 
Catano,PR,0 
East Windsor,NJ,0 
Cedar City ,UT,0 
MiltonFreewater,OR,0 
Oakley,KS,0 
Derby,KS,0 
Alhambra,CA,0 
Noatak,AK,0 
Troy,NY,0 
Anacortes,WA,0 
Alhambra,CA,0 
Wakeeney,KS,0 
Hayward,WI,0 
Neah Bay ,WA,0 
Pago Pago,AS,0 
Alhambra,CA,0 
Edgerton,WI,0 
Hyannis,NE,0 
Stoughton,MA,0 
Clay Center,KS,0 
Hillsboro Beach,FL,0 
St. Francis,KS,0 
WASHINGTON,IN,0 
Ellsworth,KS,0 
Mitchell,IN,0 
La Push,WA,0 
Plainview,NE,0 
Schuyler,NE,0 
Goodland,KS,0 
Fort Yukon,AK,0 
Hartford ,SD,0 
Granite Falls,MN,0 
Monticello,NY,0 
Nevada,MO,0 
Nome,AK,0 
Emporia,VA,0 
Manley Hot Springs,AK,0 
Alhambra,CA,0 
Lighthouse Point,FL,0 
Bedford,MA,0 
Macon,MO,0 
Hoisington,KS,0 
Glasgow,KY,0 
Highland Falls,NY,0 
Benkelman,NE,0 
Johnstown,NY,0 
Shelby,OH,0 
Fosston,MN,0 
Boston,MA,0 
Blue Lake,CA,0 
Port Angeles,WA,0 
Ignacio,CO,0 
Needles,CA,0 
Marsing,ID,0 
Atmore,AL,0 
Madison,SD,0 
Seldovia,AK,0 
Oberlin,KS,0 
West Park,FL,0 
Norton,KS,0 
Herington,KS,0 
Tulalip,WA,0 
Leadville,CO,0 
Broken Bow,NE,0 
Dighton,KS,0 
Cedartown,GA,0 
Unalakleet,AK,0 
Bonner Springs,KS,0 
Lauderdale-By-The-Sea,FL,0 
Smith Center,KS,0 
Hawkinsville,GA,0 
  Sistersville,WV,0 
Mechanicville,NY,0 
Klawock,AK,0 
Superior,MT,0 
Tecumseh,NE,0 
Utuado,PR,0 
LaGrange,KY,0 
Burlington,MA,0 
Loup City,NE,0 
Laurel,MT,0 
Nahunta,GA,0 
Redding,CA,0 